gene,virus_1,virus_2,n identities,count gaps as mismatches,n sites,percent_identity,virus_1_accession,virus_2_accession
nsp16,RShSTT182,RmYN05,735,yes,894,82.215,data/GISAID/EPI_ISL_852604.fasta,MZ081376.1
nsp16,RmYN05,RShSTT200,735,yes,894,82.215,MZ081376.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RmYN05,735,yes,894,82.215,data/GISAID/EPI_ISL_852605.fasta,MZ081376.1
nsp16,RmYN05,GD_Pangolin,743,yes,894,83.11,MZ081376.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RmYN05,743,yes,894,83.11,data/GISAID/EPI_ISL_410721.fasta,MZ081376.1
nsp16,RmYN08,RmYN08,894,yes,894,100,MZ081378,MZ081378
nsp16,RmYN08,RsYN04,893,yes,894,99.888,MZ081378,MZ081380.1
nsp16,RsYN04,RmYN08,893,yes,894,99.888,MZ081380.1,MZ081378
nsp16,RmYN08,GX_PangolinP4L,736,yes,894,82.327,MZ081378,MT040333
nsp16,GX_PangolinP4L,RmYN08,736,yes,894,82.327,MT040333,MZ081378
nsp16,RmYN08,BANAL-20-52,735,yes,894,82.215,MZ081378,MZ937000.1
nsp16,BANAL-20-52,RmYN08,735,yes,894,82.215,MZ937000.1,MZ081378
nsp16,RmYN08,BANAL-20-236,740,yes,894,82.774,MZ081378,MZ937003.2
nsp16,BANAL-20-236,RmYN08,740,yes,894,82.774,MZ937003.2,MZ081378
nsp16,RmYN08,BANAL-20-247,734,yes,894,82.103,MZ081378,MZ937004.1
nsp16,BANAL-20-247,RmYN08,734,yes,894,82.103,MZ937004.1,MZ081378
nsp16,RmYN08,BANAL-20-116,736,yes,894,82.327,MZ081378,MZ937002.1
nsp16,BANAL-20-116,RmYN08,736,yes,894,82.327,MZ937002.1,MZ081378
nsp16,RmYN08,BANAL-20-103,741,yes,894,82.886,MZ081378,MZ937001.1
nsp16,BANAL-20-103,RmYN08,741,yes,894,82.886,MZ937001.1,MZ081378
nsp16,RmYN08,RaTG15,864,yes,894,96.644,MZ081378,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,RmYN08,864,yes,894,96.644,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081378
nsp16,RmYN08,RmYN02,735,yes,894,82.215,MZ081378,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,RmYN08,735,yes,894,82.215,data/GISAID/EPI_ISL_412977.fasta,MZ081378
nsp16,RmYN08,RShSTT182,734,yes,894,82.103,MZ081378,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,RmYN08,734,yes,894,82.103,data/GISAID/EPI_ISL_852604.fasta,MZ081378
nsp16,RmYN08,RShSTT200,734,yes,894,82.103,MZ081378,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RmYN08,734,yes,894,82.103,data/GISAID/EPI_ISL_852605.fasta,MZ081378
nsp16,RmYN08,GD_Pangolin,742,yes,894,82.998,MZ081378,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RmYN08,742,yes,894,82.998,data/GISAID/EPI_ISL_410721.fasta,MZ081378
nsp16,RsYN04,RsYN04,894,yes,894,100,MZ081380.1,MZ081380.1
nsp16,RsYN04,GX_PangolinP4L,737,yes,894,82.438,MZ081380.1,MT040333
nsp16,GX_PangolinP4L,RsYN04,737,yes,894,82.438,MT040333,MZ081380.1
nsp16,RsYN04,BANAL-20-52,736,yes,894,82.327,MZ081380.1,MZ937000.1
nsp16,BANAL-20-52,RsYN04,736,yes,894,82.327,MZ937000.1,MZ081380.1
nsp16,RsYN04,BANAL-20-236,741,yes,894,82.886,MZ081380.1,MZ937003.2
nsp16,BANAL-20-236,RsYN04,741,yes,894,82.886,MZ937003.2,MZ081380.1
nsp16,RsYN04,BANAL-20-247,735,yes,894,82.215,MZ081380.1,MZ937004.1
nsp16,BANAL-20-247,RsYN04,735,yes,894,82.215,MZ937004.1,MZ081380.1
nsp16,RsYN04,BANAL-20-116,737,yes,894,82.438,MZ081380.1,MZ937002.1
nsp16,BANAL-20-116,RsYN04,737,yes,894,82.438,MZ937002.1,MZ081380.1
nsp16,RsYN04,BANAL-20-103,742,yes,894,82.998,MZ081380.1,MZ937001.1
nsp16,BANAL-20-103,RsYN04,742,yes,894,82.998,MZ937001.1,MZ081380.1
nsp16,RsYN04,RaTG15,865,yes,894,96.756,MZ081380.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,RsYN04,865,yes,894,96.756,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081380.1
nsp16,RsYN04,RmYN02,736,yes,894,82.327,MZ081380.1,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,RsYN04,736,yes,894,82.327,data/GISAID/EPI_ISL_412977.fasta,MZ081380.1
nsp16,RsYN04,RShSTT182,735,yes,894,82.215,MZ081380.1,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,RsYN04,735,yes,894,82.215,data/GISAID/EPI_ISL_852604.fasta,MZ081380.1
nsp16,RsYN04,RShSTT200,735,yes,894,82.215,MZ081380.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RsYN04,735,yes,894,82.215,data/GISAID/EPI_ISL_852605.fasta,MZ081380.1
nsp16,RsYN04,GD_Pangolin,743,yes,894,83.11,MZ081380.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RsYN04,743,yes,894,83.11,data/GISAID/EPI_ISL_410721.fasta,MZ081380.1
nsp16,GX_PangolinP4L,GX_PangolinP4L,894,yes,894,100,MT040333,MT040333
nsp16,GX_PangolinP4L,BANAL-20-52,808,yes,894,90.38,MT040333,MZ937000.1
nsp16,BANAL-20-52,GX_PangolinP4L,808,yes,894,90.38,MZ937000.1,MT040333
nsp16,GX_PangolinP4L,BANAL-20-236,808,yes,894,90.38,MT040333,MZ937003.2
nsp16,BANAL-20-236,GX_PangolinP4L,808,yes,894,90.38,MZ937003.2,MT040333
nsp16,GX_PangolinP4L,BANAL-20-247,808,yes,894,90.38,MT040333,MZ937004.1
nsp16,BANAL-20-247,GX_PangolinP4L,808,yes,894,90.38,MZ937004.1,MT040333
nsp16,GX_PangolinP4L,BANAL-20-116,810,yes,894,90.604,MT040333,MZ937002.1
nsp16,BANAL-20-116,GX_PangolinP4L,810,yes,894,90.604,MZ937002.1,MT040333
nsp16,GX_PangolinP4L,BANAL-20-103,811,yes,894,90.716,MT040333,MZ937001.1
nsp16,BANAL-20-103,GX_PangolinP4L,811,yes,894,90.716,MZ937001.1,MT040333
nsp16,GX_PangolinP4L,RaTG15,737,yes,894,82.438,MT040333,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,GX_PangolinP4L,737,yes,894,82.438,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MT040333
nsp16,GX_PangolinP4L,RmYN02,813,yes,894,90.94,MT040333,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,GX_PangolinP4L,813,yes,894,90.94,data/GISAID/EPI_ISL_412977.fasta,MT040333
nsp16,GX_PangolinP4L,RShSTT182,804,yes,894,89.933,MT040333,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,GX_PangolinP4L,804,yes,894,89.933,data/GISAID/EPI_ISL_852604.fasta,MT040333
nsp16,GX_PangolinP4L,RShSTT200,804,yes,894,89.933,MT040333,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,GX_PangolinP4L,804,yes,894,89.933,data/GISAID/EPI_ISL_852605.fasta,MT040333
nsp16,GX_PangolinP4L,GD_Pangolin,805,yes,894,90.045,MT040333,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,GX_PangolinP4L,805,yes,894,90.045,data/GISAID/EPI_ISL_410721.fasta,MT040333
nsp16,BANAL-20-52,BANAL-20-52,894,yes,894,100,MZ937000.1,MZ937000.1
nsp16,BANAL-20-52,BANAL-20-236,859,yes,894,96.085,MZ937000.1,MZ937003.2
nsp16,BANAL-20-236,BANAL-20-52,859,yes,894,96.085,MZ937003.2,MZ937000.1
nsp16,BANAL-20-52,BANAL-20-247,866,yes,894,96.868,MZ937000.1,MZ937004.1
nsp16,BANAL-20-247,BANAL-20-52,866,yes,894,96.868,MZ937004.1,MZ937000.1
nsp16,BANAL-20-52,BANAL-20-116,866,yes,894,96.868,MZ937000.1,MZ937002.1
nsp16,BANAL-20-116,BANAL-20-52,866,yes,894,96.868,MZ937002.1,MZ937000.1
nsp16,BANAL-20-52,BANAL-20-103,860,yes,894,96.197,MZ937000.1,MZ937001.1
nsp16,BANAL-20-103,BANAL-20-52,860,yes,894,96.197,MZ937001.1,MZ937000.1
nsp16,BANAL-20-52,RaTG15,743,yes,894,83.11,MZ937000.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,BANAL-20-52,743,yes,894,83.11,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937000.1
nsp16,BANAL-20-52,RmYN02,874,yes,894,97.763,MZ937000.1,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,BANAL-20-52,874,yes,894,97.763,data/GISAID/EPI_ISL_412977.fasta,MZ937000.1
nsp16,BANAL-20-52,RShSTT182,834,yes,894,93.289,MZ937000.1,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,BANAL-20-52,834,yes,894,93.289,data/GISAID/EPI_ISL_852604.fasta,MZ937000.1
nsp16,BANAL-20-52,RShSTT200,834,yes,894,93.289,MZ937000.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,BANAL-20-52,834,yes,894,93.289,data/GISAID/EPI_ISL_852605.fasta,MZ937000.1
nsp16,BANAL-20-52,GD_Pangolin,830,yes,894,92.841,MZ937000.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,BANAL-20-52,830,yes,894,92.841,data/GISAID/EPI_ISL_410721.fasta,MZ937000.1
nsp16,BANAL-20-236,BANAL-20-236,894,yes,894,100,MZ937003.2,MZ937003.2
nsp16,BANAL-20-236,BANAL-20-247,857,yes,894,95.861,MZ937003.2,MZ937004.1
nsp16,BANAL-20-247,BANAL-20-236,857,yes,894,95.861,MZ937004.1,MZ937003.2
nsp16,BANAL-20-236,BANAL-20-116,857,yes,894,95.861,MZ937003.2,MZ937002.1
nsp16,BANAL-20-116,BANAL-20-236,857,yes,894,95.861,MZ937002.1,MZ937003.2
nsp16,BANAL-20-236,BANAL-20-103,860,yes,894,96.197,MZ937003.2,MZ937001.1
nsp16,BANAL-20-103,BANAL-20-236,860,yes,894,96.197,MZ937001.1,MZ937003.2
nsp16,BANAL-20-236,RaTG15,748,yes,894,83.669,MZ937003.2,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,BANAL-20-236,748,yes,894,83.669,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937003.2
nsp16,BANAL-20-236,RmYN02,864,yes,894,96.644,MZ937003.2,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,BANAL-20-236,864,yes,894,96.644,data/GISAID/EPI_ISL_412977.fasta,MZ937003.2
nsp16,BANAL-20-236,RShSTT182,828,yes,894,92.617,MZ937003.2,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,BANAL-20-236,828,yes,894,92.617,data/GISAID/EPI_ISL_852604.fasta,MZ937003.2
nsp16,BANAL-20-236,RShSTT200,828,yes,894,92.617,MZ937003.2,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,BANAL-20-236,828,yes,894,92.617,data/GISAID/EPI_ISL_852605.fasta,MZ937003.2
nsp16,BANAL-20-236,GD_Pangolin,824,yes,894,92.17,MZ937003.2,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,BANAL-20-236,824,yes,894,92.17,data/GISAID/EPI_ISL_410721.fasta,MZ937003.2
nsp16,BANAL-20-247,BANAL-20-247,894,yes,894,100,MZ937004.1,MZ937004.1
nsp16,BANAL-20-247,BANAL-20-116,892,yes,894,99.776,MZ937004.1,MZ937002.1
nsp16,BANAL-20-116,BANAL-20-247,892,yes,894,99.776,MZ937002.1,MZ937004.1
nsp16,BANAL-20-247,BANAL-20-103,872,yes,894,97.539,MZ937004.1,MZ937001.1
nsp16,BANAL-20-103,BANAL-20-247,872,yes,894,97.539,MZ937001.1,MZ937004.1
nsp16,BANAL-20-247,RaTG15,742,yes,894,82.998,MZ937004.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,BANAL-20-247,742,yes,894,82.998,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937004.1
nsp16,BANAL-20-247,RmYN02,871,yes,894,97.427,MZ937004.1,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,BANAL-20-247,871,yes,894,97.427,data/GISAID/EPI_ISL_412977.fasta,MZ937004.1
nsp16,BANAL-20-247,RShSTT182,833,yes,894,93.177,MZ937004.1,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,BANAL-20-247,833,yes,894,93.177,data/GISAID/EPI_ISL_852604.fasta,MZ937004.1
nsp16,BANAL-20-247,RShSTT200,833,yes,894,93.177,MZ937004.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,BANAL-20-247,833,yes,894,93.177,data/GISAID/EPI_ISL_852605.fasta,MZ937004.1
nsp16,BANAL-20-247,GD_Pangolin,828,yes,894,92.617,MZ937004.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,BANAL-20-247,828,yes,894,92.617,data/GISAID/EPI_ISL_410721.fasta,MZ937004.1
nsp16,BANAL-20-116,BANAL-20-116,894,yes,894,100,MZ937002.1,MZ937002.1
nsp16,BANAL-20-116,BANAL-20-103,874,yes,894,97.763,MZ937002.1,MZ937001.1
nsp16,BANAL-20-103,BANAL-20-116,874,yes,894,97.763,MZ937001.1,MZ937002.1
nsp16,BANAL-20-116,RaTG15,744,yes,894,83.221,MZ937002.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,BANAL-20-116,744,yes,894,83.221,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937002.1
nsp16,BANAL-20-116,RmYN02,873,yes,894,97.651,MZ937002.1,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,BANAL-20-116,873,yes,894,97.651,data/GISAID/EPI_ISL_412977.fasta,MZ937002.1
nsp16,BANAL-20-116,RShSTT182,835,yes,894,93.4,MZ937002.1,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,BANAL-20-116,835,yes,894,93.4,data/GISAID/EPI_ISL_852604.fasta,MZ937002.1
nsp16,BANAL-20-116,RShSTT200,835,yes,894,93.4,MZ937002.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,BANAL-20-116,835,yes,894,93.4,data/GISAID/EPI_ISL_852605.fasta,MZ937002.1
nsp16,BANAL-20-116,GD_Pangolin,830,yes,894,92.841,MZ937002.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,BANAL-20-116,830,yes,894,92.841,data/GISAID/EPI_ISL_410721.fasta,MZ937002.1
nsp16,BANAL-20-103,BANAL-20-103,894,yes,894,100,MZ937001.1,MZ937001.1
nsp16,BANAL-20-103,RaTG15,749,yes,894,83.781,MZ937001.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,BANAL-20-103,749,yes,894,83.781,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937001.1
nsp16,BANAL-20-103,RmYN02,863,yes,894,96.532,MZ937001.1,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,BANAL-20-103,863,yes,894,96.532,data/GISAID/EPI_ISL_412977.fasta,MZ937001.1
nsp16,BANAL-20-103,RShSTT182,834,yes,894,93.289,MZ937001.1,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,BANAL-20-103,834,yes,894,93.289,data/GISAID/EPI_ISL_852604.fasta,MZ937001.1
nsp16,BANAL-20-103,RShSTT200,834,yes,894,93.289,MZ937001.1,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,BANAL-20-103,834,yes,894,93.289,data/GISAID/EPI_ISL_852605.fasta,MZ937001.1
nsp16,BANAL-20-103,GD_Pangolin,838,yes,894,93.736,MZ937001.1,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,BANAL-20-103,838,yes,894,93.736,data/GISAID/EPI_ISL_410721.fasta,MZ937001.1
nsp16,RaTG15,RaTG15,894,yes,894,100,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,RmYN02,743,yes,894,83.11,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,RaTG15,743,yes,894,83.11,data/GISAID/EPI_ISL_412977.fasta,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,RShSTT182,737,yes,894,82.438,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,RaTG15,737,yes,894,82.438,data/GISAID/EPI_ISL_852604.fasta,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,RShSTT200,737,yes,894,82.438,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RaTG15,737,yes,894,82.438,data/GISAID/EPI_ISL_852605.fasta,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RaTG15,GD_Pangolin,746,yes,894,83.445,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RaTG15,746,yes,894,83.445,data/GISAID/EPI_ISL_410721.fasta,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp16,RmYN02,RmYN02,894,yes,894,100,data/GISAID/EPI_ISL_412977.fasta,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,RShSTT182,837,yes,894,93.624,data/GISAID/EPI_ISL_412977.fasta,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,RmYN02,837,yes,894,93.624,data/GISAID/EPI_ISL_852604.fasta,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,RShSTT200,837,yes,894,93.624,data/GISAID/EPI_ISL_412977.fasta,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RmYN02,837,yes,894,93.624,data/GISAID/EPI_ISL_852605.fasta,data/GISAID/EPI_ISL_412977.fasta
nsp16,RmYN02,GD_Pangolin,829,yes,894,92.729,data/GISAID/EPI_ISL_412977.fasta,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RmYN02,829,yes,894,92.729,data/GISAID/EPI_ISL_410721.fasta,data/GISAID/EPI_ISL_412977.fasta
nsp16,RShSTT182,RShSTT182,894,yes,894,100,data/GISAID/EPI_ISL_852604.fasta,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,RShSTT200,894,yes,894,100,data/GISAID/EPI_ISL_852604.fasta,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,RShSTT182,894,yes,894,100,data/GISAID/EPI_ISL_852605.fasta,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT182,GD_Pangolin,820,yes,894,91.723,data/GISAID/EPI_ISL_852604.fasta,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RShSTT182,820,yes,894,91.723,data/GISAID/EPI_ISL_410721.fasta,data/GISAID/EPI_ISL_852604.fasta
nsp16,RShSTT200,RShSTT200,894,yes,894,100,data/GISAID/EPI_ISL_852605.fasta,data/GISAID/EPI_ISL_852605.fasta
nsp16,RShSTT200,GD_Pangolin,820,yes,894,91.723,data/GISAID/EPI_ISL_852605.fasta,data/GISAID/EPI_ISL_410721.fasta
nsp16,GD_Pangolin,RShSTT200,820,yes,894,91.723,data/GISAID/EPI_ISL_410721.fasta,data/GISAID/EPI_ISL_852605.fasta
nsp16,GD_Pangolin,GD_Pangolin,894,yes,894,100,data/GISAID/EPI_ISL_410721.fasta,data/GISAID/EPI_ISL_410721.fasta
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,SARS-CoV-2_Wuhan-Hu-1,29110,yes,29110,100,MN908947.3,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,SARS-CoV-2_Omicron_BA.5,29013,yes,29110,99.667,MN908947.3,ON972631.1
full genome except UTRs,SARS-CoV-2_Omicron_BA.5,SARS-CoV-2_Wuhan-Hu-1,29013,yes,29110,99.667,ON972631.1,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RaTG13,27966,yes,29110,96.07,MN908947.3,MN996532.2
full genome except UTRs,RaTG13,SARS-CoV-2_Wuhan-Hu-1,27966,yes,29110,96.07,MN996532.2,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,SARS-CoV-1,22936,yes,29223,78.486,MN908947.3,AY278488.2
full genome except UTRs,SARS-CoV-1,SARS-CoV-2_Wuhan-Hu-1,22936,yes,29223,78.486,AY278488.2,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RacCS271,26240,yes,29125,90.094,MN908947.3,MW251312
full genome except UTRs,RacCS271,SARS-CoV-2_Wuhan-Hu-1,26240,yes,29125,90.094,MW251312,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RacCS264,25895,yes,29125,88.91,MN908947.3,MW251311
full genome except UTRs,RacCS264,SARS-CoV-2_Wuhan-Hu-1,25895,yes,29125,88.91,MW251311,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RacCS253,26162,yes,29128,89.817,MN908947.3,MW251310
full genome except UTRs,RacCS253,SARS-CoV-2_Wuhan-Hu-1,26162,yes,29128,89.817,MW251310,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RacCS224,25915,yes,29125,88.979,MN908947.3,MW251309
full genome except UTRs,RacCS224,SARS-CoV-2_Wuhan-Hu-1,25915,yes,29125,88.979,MW251309,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RacCS203,26521,yes,29125,91.059,MN908947.3,MW251308
full genome except UTRs,RacCS203,SARS-CoV-2_Wuhan-Hu-1,26521,yes,29125,91.059,MW251308,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,CoVZC45,25489,yes,29124,87.519,MN908947.3,MG772933
full genome except UTRs,CoVZC45,SARS-CoV-2_Wuhan-Hu-1,25489,yes,29124,87.519,MG772933,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,CoVZXC21,25418,yes,29122,87.281,MN908947.3,MG772934
full genome except UTRs,CoVZXC21,SARS-CoV-2_Wuhan-Hu-1,25418,yes,29122,87.281,MG772934,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,Rc-0319,23023,yes,29239,78.741,MN908947.3,LC556375.1
full genome except UTRs,Rc-0319,SARS-CoV-2_Wuhan-Hu-1,23023,yes,29239,78.741,LC556375.1,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,PrC31,26370,yes,29118,90.563,MN908947.3,MW703458
full genome except UTRs,PrC31,SARS-CoV-2_Wuhan-Hu-1,26370,yes,29118,90.563,MW703458,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RpYN06,27487,yes,29115,94.408,MN908947.3,MZ081381
full genome except UTRs,RpYN06,SARS-CoV-2_Wuhan-Hu-1,27487,yes,29115,94.408,MZ081381,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RmYN05,22301,yes,29252,76.238,MN908947.3,MZ081376.1
full genome except UTRs,RmYN05,SARS-CoV-2_Wuhan-Hu-1,22301,yes,29252,76.238,MZ081376.1,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RmYN08,22294,yes,29252,76.214,MN908947.3,MZ081378
full genome except UTRs,RmYN08,SARS-CoV-2_Wuhan-Hu-1,22294,yes,29252,76.214,MZ081378,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,RsYN04,22297,yes,29252,76.224,MN908947.3,MZ081380.1
full genome except UTRs,RsYN04,SARS-CoV-2_Wuhan-Hu-1,22297,yes,29252,76.224,MZ081380.1,MN908947.3
full genome except UTRs,SARS-CoV-2_Wuhan-Hu-1,GX_PangolinP4L,24772,yes,29121,85.066,MN908947.3,MT040333
full genome except UTRs,GX_PangolinP4L,SARS-CoV-2_Wuhan-Hu-1,24772,yes,29121,85.066,MT040333,MN908947.3
